itemset,Support
"(260, 296, 318, 1196, 2571)",85
"(260, 356, 593, 1196)",85
"(296, 589, 1196, 2571)",85
"(260, 296, 593, 1196, 2571)",84
"(260, 541, 1196)",84
"(150, 296, 589)",84
"(260, 296, 318, 593, 1196)",84
"(593, 1036)",84
"(260, 4886)",84
"(47, 296, 2571, 2858)",84
"(1356,)",84
"(260, 589, 1198, 1210)",84
"(110, 260, 1196)",84
"(1198, 1221)",84
"(260, 296, 1089)",84
"(1, 1198, 1210)",84
"(1, 260, 1198, 1210)",84
"(260, 356, 2858)",84
"(260, 2959)",84
"(260, 608, 2571)",84
"(1196, 2571, 4993)",84
"(150, 595)",84
"(318, 356, 2762)",84
"(858, 1214)",84
"(296, 356, 2571, 2858)",84
"(223,)",84
"(260, 296, 1196, 1198, 1210)",84
"(296, 1196, 1198, 1210)",84
"(589, 1196, 1198, 1210)",84
"(318, 648)",84
"(1089, 1198)",84
"(318, 593, 2571, 2858)",84
"(4226, 4993)",84
"(1210, 2571, 4306)",84
"(1721,)",84
"(50, 260, 1196, 1210)",84
"(593, 1291)",84
"(608, 1213)",84
"(296, 2858, 4226)",84
"(50, 296, 356, 2571)",84
"(47, 318, 527)",84
"(110, 296, 2571)",84
"(150, 165)",84
"(1213, 2858)",84
"(318, 1214)",84
"(296, 858, 1213)",84
"(47, 260, 1196, 1210)",84
"(50, 527, 593)",84
"(260, 1036, 1210, 2571)",84
"(527, 1198)",84
"(260, 318, 356, 1210)",84
"(50, 318, 1196)",84
"(296, 1196, 1198, 2571)",84
"(47, 296, 589, 593)",84
"(356, 593, 858)",84
"(4306, 6377)",84
"(593, 1136)",84
"(1196, 1197, 1210)",84
"(260, 589, 2762)",84
"(260, 58559)",84
"(260, 1196, 1214, 2571)",84
"(50, 2762)",84
"(260, 1097)",84
"(1, 318, 2571)",84
"(47, 296, 356, 593)",84
"(296, 318, 780)",84
"(260, 780, 2571)",84
"(10, 296)",84
"(648, 2571)",84
"(589, 595)",84
"(2762, 4306)",84
"(260, 296, 2571, 2858)",84
"(589, 1196, 1240, 2571)",84
"(50, 260, 1196, 2571)",84
"(260, 1196, 2571, 2762)",84
"(318, 858, 1196)",84
"(2571, 6377)",84
"(47, 2329)",84
"(260, 1210, 1270, 2571)",84
"(296, 1213, 2571)",84
"(293, 589)",84
"(356, 589, 1196)",84
"(150, 2571)",84
"(10, 592)",84
"(260, 589, 1196, 1210, 1240)",84
"(260, 296, 356, 593)",84
"(1196, 1213)",84
"(318, 8961)",84
"(589, 1196, 2762)",84
"(47, 296, 608)",84
"(1, 296, 589)",83
"(541, 593)",83
"(1, 260, 356, 1210)",83
"(318, 356, 1196, 2571)",83
"(2571, 5349)",83
"(50, 260, 296, 318)",83
"(593, 858, 1221)",83
"(356, 6874)",83
"(260, 318, 858, 1196)",83
"(260, 1089, 2571)",83
"(593, 1270)",83
"(1, 260, 318)",83
"(32, 318, 589)",83
"(296, 1240, 2571)",83
"(551,)",83
"(858, 1196, 1198)",83
"(260, 296, 593, 2858)",83
"(296, 2329, 2858)",83
"(1198, 1210, 1291, 2571)",83
"(296, 589, 780)",83
"(1, 4886)",83
"(1206, 2571)",83
"(1307,)",83
"(589, 1210, 1291)",83
"(296, 593, 2571, 2762)",83
"(356, 1221)",83
"(50, 858, 2571)",83
"(1, 1265)",83
"(318, 356, 527, 593)",83
"(318, 1291)",83
"(4226, 4306)",83
"(32, 296, 318, 593)",83
"(2571, 4963)",83
"(2858, 2959)",83
"(50, 260, 1198)",83
"(32, 296, 356)",83
"(260, 1196, 1210, 2762)",83
"(648, 1196)",83
"(1, 1196, 1210, 2571)",83
"(1036, 1196, 1210, 2571)",83
"(260, 1265, 2571)",83
"(260, 589, 1240, 2571)",83
"(296, 589, 593, 2571)",83
"(260, 1196, 1270, 2571)",83
"(8360,)",83
"(260, 1198, 1214)",83
"(296, 2762, 2858)",83
"(110, 318, 356)",83
"(260, 296, 1196, 1198, 2571)",83
"(50, 2329)",83
"(1036, 1196, 1198)",83
"(296, 356, 1270)",83
"(1259,)",83
"(260, 356, 858, 1196)",83
"(356, 858, 1196)",83
"(318, 593, 2762)",83
"(527, 2571, 2762)",83
"(260, 593, 2762)",83
"(260, 296, 593, 1196, 1210)",83
"(356, 593, 2762)",83
"(260, 296, 318, 1196, 1210)",83
"(47, 260, 593)",83
"(858, 1089)",83
"(260, 858, 1196, 1221)",83
"(260, 318, 589)",83
"(356, 608, 2571)",83
"(589, 1198, 1240)",83
"(589, 1196, 1198, 2571)",83
"(260, 589, 1196, 1198, 1210)",83
"(1196, 1210, 4306)",83
"(260, 1196, 1197, 1198)",83
"(260, 589, 780)",83
"(4226, 7361)",83
"(296, 318, 356, 1196)",83
"(593, 858, 1196)",83
"(293, 356)",83
"(260, 296, 593, 1198)",83
"(50, 318, 589)",83
"(110, 296, 318)",83
"(1196, 1210, 1240, 2571)",83
"(50, 593, 2858)",83
"(260, 356, 1210, 1270)",83
"(356, 1213)",83
"(47, 588)",83
"(1196, 1200, 1210)",83
"(527, 608)",83
"(2115, 2571)",83
"(50, 260, 858)",83
"(593, 2571, 4226)",83
"(260, 592, 1196)",83
"(260, 318, 1198, 2571)",83
"(1210, 1270, 1291)",83
"(47, 260, 296, 1196)",83
"(296, 608, 1196)",83
"(1198, 2571, 2858)",83
"(318, 1036)",83
"(260, 593, 1196, 1210, 2571)",83
"(318, 356, 1196, 1210)",83
"(364, 2571)",83
"(318, 2571, 79132)",83
"(858, 2571, 2858)",83
"(260, 1196, 4226)",83
"(296, 79132)",83
"(1, 356, 593)",83
"(593, 1193)",83
"(260, 589, 858)",83
"(260, 1196, 1198, 1291, 2571)",83
"(1097, 1210)",83
"(1214, 2858)",83
"(2571, 44191)",83
"(1196, 1210, 1270, 2571)",83
"(318, 2329, 2571)",82
"(296, 1208)",82
"(2571, 60069)",82
"(1, 296, 1196)",82
"(356, 1198, 1291)",82
"(72998,)",82
"(541, 1198)",82
"(608, 1265)",82
"(260, 296, 589, 1210)",82
"(260, 296, 318, 2858)",82
"(50, 593, 858)",82
"(260, 296, 318, 1198)",82
"(260, 296, 858, 2571)",82
"(260, 356, 1198, 2571)",82
"(1, 260, 1210, 2571)",82
"(593, 608, 2571)",82
"(608, 1136)",82
"(260, 296, 356, 1210, 2571)",82
"(150, 318, 588)",82
"(296, 356, 1196, 1210, 2571)",82
"(1196, 2571, 4226)",82
"(47, 260, 318)",82
"(750,)",82
"(356, 1196, 1270)",82
"(260, 1210, 1270, 1291)",82
"(260, 1036, 1198)",82
"(110, 296, 593)",82
"(260, 296, 318, 858)",82
"(1198, 2716)",82
"(260, 296, 1213)",82
"(50, 356, 1196)",82
"(1097, 1196)",82
"(296, 1089, 1213)",82
"(318, 2858, 4226)",82
"(260, 589, 1196, 1291)",82
"(260, 1036, 1196, 1210, 2571)",82
"(150, 296, 592)",82
"(47, 296, 318, 589)",82
"(260, 1200, 2571)",82
"(296, 318, 1210, 2571)",82
"(1196, 1198, 1210, 1291, 2571)",82
"(608, 1196, 1198)",82
"(260, 608, 1196, 1198)",82
"(1, 260, 356, 1196)",82
"(1, 356, 1196, 1210)",82
"(2571, 2858, 4226)",82
"(110, 1196, 1210)",82
"(593, 2762, 2858)",82
"(47, 2571, 2762)",82
"(1, 260, 1196, 2571)",82
"(318, 590, 593)",82
"(260, 1198, 1210, 1291, 2571)",82
"(296, 1198, 2858)",82
"(296, 318, 2571, 4226)",82
"(50, 296, 593, 2571)",82
"(296, 1196, 2762)",82
"(593, 1196, 2762)",82
"(592, 1210)",82
"(260, 1196, 1197, 1210)",82
"(260, 1196, 2115)",82
"(356, 1265, 2571)",82
"(260, 527, 593)",82
"(260, 1198, 1240)",82
"(1196, 1198, 1240)",82
"(593, 1089, 2571)",82
"(296, 318, 356, 527)",82
"(1210, 2115)",82
"(260, 356, 1265)",82
"(32, 260, 1196)",82
"(260, 589, 1196, 1198, 2571)",82
"(110, 356, 589)",82
"(260, 1270, 1291)",82
"(1, 1196, 1198, 1210)",82
"(356, 2716)",82
"(1, 608)",82
"(260, 296, 1291)",82
"(296, 608, 1198)",82
"(260, 1196, 2628)",82
"(32, 260, 589)",82
"(32, 296, 2571)",82
"(260, 1073)",82
"(110, 1196, 2571)",82
"(47, 296, 4226)",82
"(47, 2571, 4226)",82
"(1196, 1198, 1214)",82
"(1, 260, 1196, 1198, 1210)",82
"(316, 592)",82
"(1196, 1200, 2571)",82
"(780, 1196, 2571)",82
"(527, 590)",82
"(260, 1198, 2858)",82
"(260, 296, 608, 1196)",82
"(1, 260, 593)",82
"(457, 592)",82
"(318, 33794)",82
"(296, 608, 1089)",82
"(260, 1196, 1210, 1270, 2571)",82
"(1210, 2628)",82
"(260, 589, 593, 1196)",82
"(260, 1196, 1210, 1240, 2571)",81
"(260, 593, 1196, 2858)",81
"(589, 1196, 1210, 1291)",81
"(356, 1196, 1210, 1270)",81
"(260, 296, 318, 593, 2571)",81
"(1198, 2571, 4993)",81
"(260, 356, 589, 1196)",81
"(318, 593, 1196, 2571)",81
"(260, 589, 1210, 1291)",81
"(296, 1089, 1196)",81
"(260, 356, 593, 2571)",81
"(260, 589, 1196, 2762)",81
"(50, 318, 356, 593)",81
"(1221, 2858)",81
"(318, 1196, 2858)",81
"(260, 296, 589, 1196, 2571)",81
"(1089, 1196, 2571)",81
"(50, 260, 296, 2571)",81
"(2959, 4993)",81
"(47, 593, 2858)",81
"(50, 780)",81
"(150, 318, 527)",81
"(260, 356, 2762)",81
"(4973,)",81
"(260, 527, 2571)",81
"(47, 1210, 2571)",81
"(1196, 1210, 2115)",81
"(260, 356, 1196, 1270)",81
"(32, 260, 2571)",81
"(1196, 1265, 2571)",81
"(1089, 1210)",81
"(260, 1198, 1265)",81
"(593, 1198, 1210)",81
"(32, 589, 593)",81
"(589, 1210, 1270)",81
"(1196, 1197, 2571)",81
"(260, 593, 1198, 1210)",81
"(858, 4226)",81
"(260, 1196, 1198, 1214)",81
"(260, 1210, 2115)",81
"(260, 1196, 1210, 4306)",81
"(2324,)",81
"(50, 1198, 2571)",81
"(47, 1198, 2571)",81
"(1097, 2571)",81
"(260, 1200, 1210)",81
"(1240, 1291)",81
"(356, 2959)",81
"(593, 608, 1196)",81
"(356, 1240, 2571)",81
"(260, 356, 589, 1210)",81
"(260, 296, 356, 1198)",81
"(293, 296, 318)",81
"(260, 589, 1196, 1240, 2571)",81
"(593, 608, 2858)",81
"(2329, 2571, 2858)",81
"(260, 1196, 2571, 4993)",81
"(50, 260, 296, 593)",81
"(47, 296, 2329)",81
"(260, 593, 1198, 2571)",81
"(296, 318, 356, 593, 2571)",81
"(260, 318, 356, 593)",81
"(480, 589)",81
"(47, 296, 858)",81
"(592, 648)",81
"(589, 1210, 2762)",81
"(1, 296, 1210)",81
"(260, 858, 1196, 1198)",81
"(1196, 1210, 1270, 1291)",81
"(1196, 1210, 2571, 2858)",81
"(296, 318, 356, 589)",81
"(260, 589, 1270)",81
"(1, 260, 1270)",81
"(1, 356, 4306)",81
"(296, 2571, 4993)",81
"(21,)",81
"(2683,)",81
"(47, 260, 356)",81
"(588, 2571)",81
"(318, 593, 1213)",81
"(260, 318, 356, 1196, 1210)",81
"(1, 1198, 2571)",81
"(356, 858, 1210)",81
"(260, 858, 1210, 2571)",81
"(32, 150)",81
"(356, 541)",81
"(318, 2571, 58559)",81
"(588, 1196)",81
"(296, 318, 858, 2571)",81
"(593, 858, 2858)",81
"(1, 858)",81
"(296, 593, 780)",81
"(1196, 1270, 1291)",81
"(608, 2762)",81
"(296, 1210, 2858)",81
"(858, 1196, 1210, 2571)",81
"(1036, 1198, 1291)",81
"(47, 648)",81
"(260, 1196, 1198, 1210, 1291, 2571)",81
"(296, 1196, 1291)",81
"(318, 593, 4226)",81
"(260, 1210, 1240, 2571)",81
"(356, 858, 1221)",81
"(356, 1206)",81
"(356, 608, 1210)",81
"(47, 1089, 2571)",81
"(260, 1196, 2571, 4306)",81
"(588, 780)",81
"(260, 1210, 2571, 2858)",81
"(110, 260, 356)",81
"(296, 1222)",81
"(296, 608, 858)",81
"(1198, 1270, 1291)",81
"(356, 593, 1196, 1210)",81
"(110, 260, 2571)",81
"(47, 527, 593)",81
"(1036, 1291, 2571)",80
"(1219,)",80
"(296, 527, 2858)",80
"(296, 593, 1089, 2571)",80
"(1210, 1265, 2571)",80
"(260, 5445)",80
"(318, 1240)",80
"(260, 1210, 2571, 4306)",80
"(50, 318, 1089)",80
"(318, 1198, 1210)",80
"(110, 1210, 2571)",80
"(260, 1036, 1291)",80
"(1214, 1291)",80
"(1240, 2762)",80
"(608, 1196, 2571)",80
"(589, 1196, 1270)",80
"(47, 50, 318, 593)",80
"(10, 318)",80
"(47, 50, 2571)",80
"(260, 1196, 1210, 2115)",80
"(527, 1196, 2571)",80
"(780, 1210, 2571)",80
"(858, 1036)",80
"(2329, 4226)",80
"(50, 1196, 1198)",80
"(260, 356, 1196, 1210, 1270)",80
"(1, 2571, 4306)",80
"(1, 110)",80
"(318, 457)",80
"(296, 4886)",80
"(1, 150, 318)",80
"(1, 1210, 1291)",80
"(47, 318, 2858)",80
"(50, 318, 608)",80
"(589, 593, 780)",80
"(1198, 1291, 2115)",80
"(1210, 1221)",80
"(50, 296, 2571, 2858)",80
"(356, 1196, 2762)",80
"(50, 318, 593, 2571)",80
"(50, 260, 2858)",80
"(527, 780)",80
"(32, 260, 296)",80
"(260, 1197, 2571)",80
"(356, 1198, 1270)",80
"(589, 1196, 1200)",80
"(260, 318, 1198, 1210)",80
"(356, 5349)",80
"(296, 1210, 1291)",80
"(260, 2571, 2628)",80
"(356, 2571, 4993)",80
"(260, 1196, 1198, 1240)",80
"(593, 3147)",80
"(260, 1196, 2716)",80
"(1198, 1240, 2571)",80
"(1210, 2716)",80
"(296, 1198, 1291)",80
"(50, 260, 593, 1196)",80
"(260, 296, 356, 1196, 1210, 2571)",80
"(296, 589, 1196, 1210)",80
"(260, 1196, 1270, 1291)",80
"(110, 260, 1196, 1210)",80
"(110, 296, 589)",80
"(356, 2918)",80
"(141,)",80
"(47, 592, 593)",80
"(589, 1210, 1240, 2571)",80
"(47, 260, 1198)",80
"(296, 589, 1240)",80
"(50, 296, 1210)",80
"(1, 260, 1291)",80
"(1, 260, 1196, 1210, 2571)",80
"(3793,)",80
"(260, 1210, 2571, 2762)",80
"(1136, 1210)",80
"(1196, 1210, 2571, 2762)",80
"(260, 648, 1196)",80
"(1210, 1214, 2571)",80
"(593, 597)",80
"(2858, 7361)",80
"(296, 593, 1210, 2571)",80
"(260, 1036, 1196, 1198)",80
"(110, 356, 593)",80
"(318, 356, 1270)",80
"(1220,)",80
"(1, 260, 356, 1196, 1210)",80
"(356, 608, 1196)",80
"(318, 858, 2858)",80
"(260, 356, 593, 1210)",80
"(296, 1196, 2571, 2858)",80
"(260, 593, 858, 1196)",80
"(296, 356, 593, 1196)",80
"(47, 296, 1196, 2571)",80
"(296, 344)",80
"(608, 1197)",80
"(1265, 1291)",80
"(1198, 1213)",80
"(1, 1198, 1291)",80
"(260, 1196, 1213)",80
"(260, 356, 4306)",80
"(296, 356, 589, 593)",80
"(2762, 4226)",80
"(50, 260, 318, 1196)",80
"(47, 858, 2571)",80
"(150, 1210)",80
"(1089, 2571, 2858)",80
"(356, 33794)",80
"(260, 1196, 1210, 1270, 1291)",80
"(296, 858, 1198)",80
"(858, 1198, 2571)",80
"(318, 5952)",80
"(356, 5445)",80
"(356, 1036, 2571)",80
"(296, 1036, 2571)",80
"(1, 356, 1270)",80
"(296, 593, 2329)",80
"(150, 318, 589)",79
"(1, 150, 296)",79
"(648, 1196, 1210)",79
"(1198, 2571, 2762)",79
"(260, 296, 593, 608)",79
"(260, 296, 318, 356, 1196)",79
"(318, 589, 1196)",79
"(260, 589, 1196, 1210, 1291)",79
"(296, 608, 1210)",79
"(50, 260, 356, 1196)",79
"(50, 296, 1221)",79
"(1, 260, 296, 1196)",79
"(296, 1258)",79
"(296, 318, 1198, 2571)",79
"(296, 593, 1198, 2571)",79
"(50, 356, 858)",79
"(165, 593)",79
"(318, 527, 858)",79
"(296, 356, 858, 2571)",79
"(260, 1097, 1210)",79
"(296, 356, 589, 2571)",79
"(260, 356, 589, 2571)",79
"(589, 858, 1196)",79
"(260, 296, 1089, 1196)",79
"(293, 296, 593)",79
"(589, 2571, 2858)",79
"(589, 593, 1210)",79
"(608, 2571, 2858)",79
"(50, 296, 318, 1196)",79
"(150, 296, 588)",79
"(1, 260, 589)",79
"(260, 296, 593, 858)",79
"(1, 296, 1198)",79
"(296, 593, 858, 2571)",79
"(296, 318, 356, 858)",79
"(260, 293)",79
"(296, 858, 1210)",79
"(47, 293, 296)",79
"(296, 589, 1210, 2571)",79
"(1214, 2762)",79
"(318, 356, 588)",79
"(1136, 1196, 1210)",79
"(260, 296, 589, 593)",79
"(296, 318, 356, 2858)",79
"(296, 356, 593, 2858)",79
"(1, 1196, 1291)",79
"(296, 6377)",79
"(296, 608, 1213)",79
"(260, 296, 1196, 1291)",79
"(260, 296, 589, 1196, 1210)",79
"(527, 1196, 1210)",79
"(356, 589, 1196, 1210)",79
"(356, 1196, 1198, 2571)",79
"(2396,)",79
"(1080,)",79
"(260, 1136, 1210)",79
"(260, 318, 593, 1210)",79
"(318, 356, 1210, 2571)",79
"(1210, 5445)",79
"(318, 593, 1089)",79
"(260, 356, 858, 1210)",79
"(589, 4306)",79
"(318, 597)",79
"(356, 1196, 1291)",79
"(2571, 7438)",79
"(260, 318, 1265)",79
"(318, 356, 1265)",79
"(260, 356, 1196, 1198, 2571)",79
"(32, 47, 318)",79
"(260, 858, 1196, 1210, 2571)",79
"(260, 296, 527)",79
"(527, 2571, 2858)",79
"(296, 318, 356, 1210)",79
"(260, 1198, 2762)",79
"(318, 608, 2571)",79
"(588, 592, 595)",79
"(50, 1210, 2571)",79
"(858, 1291)",79
"(32, 50, 318)",79
"(32, 1198)",79
"(356, 589, 1240)",79
"(260, 356, 1291)",79
"(296, 1291, 2571)",79
"(110, 356, 1210)",79
"(356, 1097)",79
"(296, 8961)",79
"(260, 589, 1210, 1270)",79
"(318, 527, 2858)",79
"(356, 1210, 1291)",79
"(50, 260, 608)",79
"(296, 356, 4306)",79
"(858, 1198, 1210)",79
"(296, 356, 1089)",79
"(593, 608, 1198)",79
"(1198, 1270, 2571)",79
"(32, 527)",79
"(527, 2959)",79
"(260, 1196, 1265, 2571)",79
"(1270, 4306)",79
"(33794, 58559)",79
"(1196, 1198, 1265)",79
"(589, 780, 1210)",79
"(858, 1198, 1221)",79
"(296, 356, 527, 593)",79
"(1196, 2571, 2628)",79
"(50, 593, 608)",79
"(260, 296, 1210, 1291)",79
"(260, 593, 608, 1196)",79
"(318, 1196, 1198, 1210)",79
"(593, 1196, 1198, 1210)",79
"(260, 318, 1196, 1198, 1210)",79
"(50, 1089, 2571)",79
"(1197, 1270)",79
"(260, 8961)",79
"(318, 2762, 2858)",79
"(260, 780, 1196, 2571)",79
"(47, 318, 593, 2571)",79
"(260, 593, 1196, 1198, 1210)",79
"(1196, 1210, 2571, 4306)",79
"(296, 318, 589, 2571)",79
"(47, 260, 1210, 2571)",79
"(260, 589, 1200)",79
"(296, 316)",79
"(1, 260, 1210, 1291)",79
"(47, 1196, 1210, 2571)",79
"(2571, 2918)",79
"(296, 858, 1089)",79
"(296, 356, 780)",79
"(1198, 4226)",79
"(47, 260, 296, 318)",79
"(1036, 1198, 2571)",79
"(260, 1196, 2571, 4226)",79
"(1, 593, 2571)",79
"(50, 296, 592)",79
"(588, 597)",79
"(260, 733)",79
"(296, 590, 592)",79
"(4886, 8961)",79
"(150, 1196)",79
"(50, 318, 356, 2571)",79
"(1, 1196, 1210, 1291)",79
"(356, 1196, 2858)",79
"(260, 1210, 2628)",79
"(356, 480)",79
"(260, 1196, 1200, 1210)",79
"(260, 318, 356, 1196, 2571)",78
"(356, 589, 1196, 2571)",78
"(296, 356, 2571, 4226)",78
"(47, 593, 1089)",78
"(1, 1210, 1270)",78
"(260, 356, 593, 1196, 1210)",78
"(260, 1198, 1200)",78
"(1196, 1198, 1200)",78
"(260, 356, 589, 1196, 1210)",78
"(47, 296, 1198)",78
"(318, 1206)",78
"(260, 296, 1240)",78
"(1196, 1200, 1214)",78
"(260, 1089, 1196, 2571)",78
"(1, 260, 1196, 1210, 1291)",78
"(356, 2762, 2858)",78
"(260, 1221, 2571)",78
"(260, 2762, 2858)",78
"(260, 648, 780)",78
"(527, 593, 1196)",78
"(1210, 4993)",78
"(858, 1270)",78
"(1, 296, 356, 2571)",78
"(260, 589, 1196, 1270)",78
"(260, 1196, 1200, 2571)",78
"(47, 50, 296, 318, 593)",78
"(1196, 5445)",78
"(1, 1196, 1270)",78
"(316, 318)",78
"(50, 356, 2858)",78
"(1196, 1210, 2628)",78
"(260, 1210, 1221)",78
"(1196, 1210, 1214, 2571)",78
"(260, 296, 318, 608)",78
"(296, 356, 593, 608)",78
"(1196, 1198, 2762)",78
"(47, 296, 2762)",78
"(589, 1200, 2571)",78
"(1089, 1214)",78
"(1089, 2762)",78
"(47, 260, 1196, 1210, 2571)",78
"(260, 1196, 1210, 2571, 2858)",78
"(1197, 1265)",78
"(296, 2716)",78
"(260, 2571, 2716)",78
"(589, 1196, 1214)",78
"(318, 608, 1196)",78
"(50, 260, 296, 356)",78
"(356, 593, 1196, 2571)",78
"(50, 296, 318, 589)",78
"(47, 260, 296, 1196, 2571)",78
"(318, 5445)",78
"(589, 1036, 2571)",78
"(150, 296, 356)",78
"(296, 480)",78
"(47, 296, 527, 593)",78
"(592, 2571)",78
"(296, 318, 592, 593)",78
"(260, 858, 1198, 1210)",78
"(50, 296, 593, 2858)",78
"(50, 296, 318, 2858)",78
"(2571, 4306, 4993)",78
"(858, 1210, 1221)",78
"(260, 356, 608, 1196)",78
"(593, 1196, 1214)",78
"(296, 1196, 1214)",78
"(296, 356, 2571, 2762)",78
"(260, 608, 1196, 2571)",78
"(50, 296, 589, 593)",78
"(356, 589, 592)",78
"(47, 296, 318, 527)",78
"(260, 296, 1270)",78
"(592, 1198)",78
"(47, 589, 592)",78
"(260, 592, 1210)",78
"(592, 1196, 1210)",78
"(296, 356, 1213)",78
"(356, 1196, 1210, 1291)",78
"(260, 296, 858, 1210)",78
"(260, 589, 1214)",78
"(50, 296, 1196, 2571)",78
"(356, 858, 1196, 1210)",78
"(260, 356, 527)",78
"(260, 356, 858, 1196, 1210)",78
"(47, 260, 296, 593)",78
"(356, 1580)",78
"(110, 296, 356, 2571)",78
"(1196, 1210, 1265, 2571)",78
"(318, 593, 780)",78
"(150, 318, 592)",78
"(260, 356, 780)",78
"(1, 1136)",78
"(356, 780, 2571)",78
"(296, 593, 1196, 2858)",78
"(296, 593, 2571, 4226)",78
"(260, 608, 2858)",78
"(1222, 2571)",78
"(50, 318, 1213)",78
"(260, 296, 1214)",78
"(260, 858, 2858)",78
"(50, 293)",78
"(50, 296, 593, 1196)",78
"(50, 296, 318, 858)",78
"(296, 1213, 2858)",78
"(165, 590)",78
"(1097, 1196, 1210)",78
"(356, 858, 1198)",78
"(608, 1210, 2571)",78
"(356, 2115)",78
"(318, 2329, 2858)",78
"(1089, 1196, 1210)",78
"(50, 260, 1196, 1198)",78
"(260, 1210, 1265, 2571)",78
"(260, 1089, 1210)",78
"(1, 1073)",78
"(2571, 4995)",78
"(260, 780, 1210, 2571)",78
"(1265, 2858)",78
"(1, 780, 1210)",78
"(1240, 2858)",78
"(260, 2329)",78
"(780, 1196, 1210, 2571)",78
"(260, 1196, 1198, 1265)",78
"(50, 318, 1198)",78
"(110, 260, 1196, 2571)",78
"(296, 1196, 1210, 1291)",78
"(1214, 1240)",78
"(296, 589, 1198)",78
"(16,)",78
"(296, 1214, 2571)",78
"(2797,)",78
"(260, 589, 858, 1196)",78
"(6377, 8961)",78
"(296, 356, 1198, 2571)",78
"(318, 527, 589)",78
"(588, 589, 592)",78
"(1196, 1198, 2858)",78
"(1, 590)",78
"(736,)",78
"(260, 318, 858, 2571)",78
"(32, 296, 608)",78
"(589, 858, 2571)",78
"(260, 1193)",78
"(589, 1196, 1210, 1270)",78
"(318, 2571, 2959)",78
"(1036, 1196, 1291)",78
"(260, 296, 356, 1196, 1198)",78
"(318, 1265, 2571)",78
"(296, 2571, 58559)",78
"(260, 356, 1210, 1291)",78
"(296, 593, 1196, 1198)",78
"(296, 356, 1196, 1198)",78
"(260, 1136, 1196, 1210)",78
"(32, 296, 592)",78
"(110, 592)",78
"(1036, 1214)",78
"(260, 1097, 1196)",78
"(588, 1210)",78
"(318, 6377)",78
"(356, 2571, 6377)",78
"(377,)",78
"(296, 589, 2858)",78
"(356, 1196, 1240)",78
"(318, 541)",78
"(1, 260, 296, 1210)",78
"(296, 1210, 1270)",78
"(1, 589, 1210)",78
"(296, 1196, 1240)",78
"(318, 593, 1196, 1210)",78
"(260, 356, 1196, 1291)",78
"(1, 260, 1196, 1291)",78
"(589, 1196, 1210, 1240, 2571)",78
"(150, 648)",78
"(260, 648, 1196, 1210)",78
"(4886, 4993)",78
"(2571, 4306, 4886)",78
"(318, 527, 1196)",78
"(1136, 1265)",77
"(1196, 1291, 2115)",77
"(589, 1196, 1210, 2762)",77
"(4226, 6874)",77
"(1198, 8961)",77
"(260, 1196, 1210, 2571, 2762)",77
"(260, 589, 1210, 2762)",77
"(150, 597)",77
"(260, 1210, 1214, 2571)",77
"(260, 318, 1196, 2858)",77
"(364, 588)",77
"(296, 318, 1196, 1210, 2571)",77
"(260, 527, 1210)",77
"(260, 318, 2571, 2858)",77
"(356, 589, 1210, 2571)",77
"(260, 589, 1198, 1291)",77
"(527, 589, 593)",77
"(1, 356, 1198)",77
"(260, 588, 1196)",77
"(110, 780)",77
"(260, 1198, 4306)",77
"(47, 356, 2858)",77
"(47, 296, 593, 2858)",77
"(260, 589, 1196, 1210, 1270)",77
"(260, 1196, 1198, 2858)",77
"(47, 4306)",77
"(50, 296, 2329)",77
"(260, 589, 593, 2571)",77
"(318, 1196, 1198, 2571)",77
"(1213, 1221)",77
"(260, 296, 593, 1196, 1198)",77
"(2571, 4896)",77
"(296, 1265, 2571)",77
"(260, 2571, 58559)",77
"(1196, 58559)",77
"(47, 260, 2858)",77
"(356, 1210, 1240)",77
"(4226, 58559)",77
"(32, 47, 589)",77
"(260, 296, 1265)",77
"(296, 318, 1196, 1198)",77
"(296, 356, 1265)",77
"(32, 47, 296, 318)",77
"(260, 1036, 1196, 1291)",77
"(32, 47, 593)",77
"(296, 2571, 2959)",77
"(356, 1196, 1265)",77
"(50, 1193)",77
"(260, 296, 356, 858)",77
"(260, 356, 858, 2571)",77
"(260, 318, 593, 858)",77
"(318, 593, 858, 2571)",77
"(296, 527, 589)",77
"(296, 318, 593, 1198)",77
"(260, 318, 593, 1198)",77
"(356, 593, 1198)",77
"(318, 858, 1213)",77
"(593, 858, 1213)",77
"(527, 593, 858)",77
"(260, 296, 1196, 1210, 1291)",77
"(32, 356, 2571)",77
"(356, 4896)",77
"(1136, 1196, 1198)",77
"(260, 1136, 1198)",77
"(260, 5349)",77
"(260, 780, 1196, 1210, 2571)",77
"(1, 260, 780, 1210)",77
"(110, 356, 1196)",77
"(1, 1197)",77
"(356, 4995)",77
"(260, 780, 1198)",77
"(110, 260, 589)",77
"(296, 1270, 2571)",77
"(1036, 1240)",77
"(110, 589, 2571)",77
"(296, 356, 2329)",77
"(260, 1196, 1210, 2571, 4306)",77
"(47, 260, 858)",77
"(318, 5418)",77
"(260, 1210, 2716)",77
"(356, 2571, 6874)",77
"(293, 318, 593)",77
"(50, 260, 296, 858)",77
"(50, 858, 1196)",77
"(260, 589, 1210, 1240, 2571)",77
"(296, 1196, 1213)",77
"(593, 2571, 4306)",77
